...𒅅𒀜𒋫𒍝𒀸𒁉𒀉	... ig at-ta-ṣa ina be₂-et 	I brought ... and gave ... where ... 
𒄑𒅅𒈨𒌍𒄑𒋩𒌋𒌋𒃻𒅕𒄑𒋛𒈾𒁕𒀀𒁍𒈨𒋤𒆬𒄀𒆬𒌓𒍏𒌑𒊩𒆧𒈠𒌑𒋥𒋫𒀀𒆍𒈨𒌍𒋙𒍝𒇴𒀭𒈨𒌍𒃲𒈨𒌍𒌓𒁹𒀸𒁈𒈨𒌍𒋙𒉡𒌑𒊬𒈠𒀀𒋗𒁁𒁕𒋥𒀭𒆘𒈨𒌍𒀭𒆗𒈨𒌍𒉺𒁽𒈨𒌍𒋗𒌓𒂍𒆳𒀭𒄷𒋢𒉡𒌑𒉺𒀾𒅆𒄴...𒀀𒊬...𒋙𒉡𒍑𒁁𒋢𒉡𒋾	{GIŠ}-IG.MEŠ {GIŠ}-ŠUR.MIN₃ ša₂ ere₁₄-es-si-na ṭa-a-bu me-ser KU₃.GI KU₃.BABBAR URUDU u₂-rak-kis-ma u₂-rat-ta-a KA₂.MEŠ-šu₂ ṣa-lam DINGIR.MEŠ GAL.MEŠ ud-diš ina BARA₂.MEŠ-šu₂-nu u₂-šar-ma-a šu-bat da-rat {d}-ALAD.MEŠ {d}-LAMMA.MEŠ MAŠKIM.MEŠ šu-ut E₂.KUR an-hu-su-nu u₂-pa-aš₂-ši-ih ... a-šar ... šu₂-nu uš-ziz-su-nu-ti 	I fastened bands of gold, silver, (and) copper on doors of cypress, whose fragrance is sweet, and installed  (them) in its gates. I refurbished the statues of the great gods (and) had (them) dwell on their daises as an eternal dwelling. (As for) the šēdus, lamassus, (and) rābiṣu-demons of the temple, I repaired their dilapidated part(s), (and) I (re)stationed them ... where their ... are. 
𒋳𒈠𒀜𒌅𒉡𒌅𒅘𒋼𒀀𒀀𒋗𒉌𒋬𒊮𒋀𒈨𒌍𒋙𒃲𒈨𒌍𒌉𒈨𒌍𒀸𒆪𒈬𒋙𒀸𒄑𒄖𒍝𒆳𒀸𒋩𒆠	šum-ma at-tu-nu tu-nak-kar-a-šu-ni TA@v ŠA₃ ŠEŠ-MEŠ-šu₂ GAL-MEŠ TUR-MEŠ ina ku-mu-šu₂ ina {GIŠ}-GU.ZA KUR—aš-šur {KI} 	You shall not depose him nor seat (any)one of his brothers, elder or younger, on the throne of Assyria in stead of him.
𒄴𒆷𒆳𒄴𒋫𒁁𒀀𒁲𒆗𒆷𒈠𒅆𒈾𒈠	ah-la-mat ah-ta-bat a-di kal la ma ši-na-ma 	I have plundered the Ahlamû women, along with all their goods."
𒈫𒋥𒁲𒁲𒈫𒄘𒇲𒍮𒁍...	02 rad-di-di 02 GU₂.LA₂ ṣu-pu ... 	2 veils; 2 wraps, embroidered;
𒋫𒀜𒋫𒌨𒉺𒅁𒀀𒈾𒈪𒄴𒊑𒀉...	ta-at-ta-taš-šab a-na mi-ih-ri-it ... 	You used to sit opposite ... 
𒂊𒍦𒃻𒄿𒈾𒊮𒁉𒋙𒉡𒇻𒌑𒇽𒈠𒁕𒀀𒀀...	e-zib ša₂ i-na ŠA₃-bi-šu₂-nu lu-u₂ {LU₂}-ma-da-a.a ... 	Disregard that in their midst either the Medes or the ... 
...𒅗𒇻𒌓𒃻𒈬𒋼𒃻𒆳𒅗𒀸𒅖𒆠...	... ka {LU}-par-ša₂-mu-te ša₂ KUR-ka ina mil-ki ... 	... the elders of your country convene to take counsel
𒁹𒄞𒁹𒄞𒀖𒀀𒁲𒄞𒀫𒃻𒊭𒁹𒀭15𒂦𒌉𒁹𒅖𒁍𒂊𒉌𒍏𒄭𒀀𒂍𒀭𒄬𒁲𒀀𒀀𒈾𒂊𒆥𒌑𒌁𒊒𒈠𒅖𒄙𒍢𒊒𒍑𒋙𒌦	1 GU₄ 1 GU₄.AB₂ a-di GU₄.AMAR-ša₂ ša {m}-{d}-15-BAD₃ DUMU {m}-iš-pu-e-ni URUDU.HI.A E₂ {d}-hal-di-a a-na e-qi u₂-ter-ru-ma iš-ṭur ṣe-ru-uš-šu₂-un 	1 bull (and) 1 cow, together with her bull calf, dedicated by (lit.: “of”) Ištar-dūrī (Sarduri), son of Išpueni, (made of) copper (and) belonging to the temple of the god Ḫaldi, (which Ištar-dūrī) had made as a votive offering and upon which he had inscribed (a record of his action);
𒁁𒉌𒐊𒀖𒁷𒉡𒀀𒈾𒌋𒅗𒇽𒆠𒁯𒊏𒀀𒀀𒃻𒈗𒁁𒉌𒀀𒉈𒂊𒈬𒅖𒆲𒀭𒉌𒀀𒈾𒆳𒄿𒆠𒄿𒀠𒇷𒆪𒄿𒈾𒋆𒋾𒃻𒈗𒁁𒉌𒐊𒁲𒅅𒋫𒋙𒉡𒈠𒀪𒀜𒋾𒅇𒍜𒆏𒉺𒀀...𒈨	be-li₂-ia₂ lid-din-nu a-na UGU {LU₂}-qi₂-dar-ra-a.a ša₂ LUGAL be-li₂-a ṭe₃-e-mu iš-kun-an-ni a-na KUR-i ki-i al-li-ku i-na šim-ti ša₂ LUGAL be-li₂-ia₂ di-ik-ta-šu₂-nu ma-aʾ-at-ti u₃ {UZU}-kap-pa-a ... me 	Concerning the Qedarites about whom the king, my lord, gave me orders: after I went to the highland, I inflicted a crushing defeat on them by the destiny of the king, my lord, and my hands ... 
𒀀𒈾𒊩𒂍𒃲𒊩𒂍𒃲𒌗𒌋𒌆𒌓𒐌𒆚	a-na MI₂—E₂.GAL MI₂—E₂.GAL {ITI}-DUL UD 07-KAM₂ 	To the queen. Month of Tishri (VII), 7th day.
...𒈠𒀀...𒀸𒌷...𒈠𒀀𒀀𒉌𒉡𒀸...	... ma-a ... ina {URU}-... ma-a a-ni-nu ina ... 	We shall be in the city ... by the ... th of ... ;
𒊻𒊏𒈠𒀀𒀸𒊮𒁉𒀀𒁲𒂊𒆪𒉡𒆷𒋫𒄩𒁲𒀀𒍣𒈨𒌍𒆪𒉡𒆷𒌅𒄬𒆷𒋡𒈠𒀀𒆳𒆪𒉡𒀀𒈾𒄩𒉿𒂊𒌦𒈨𒌍𒆪𒉡𒀀𒈾𒊩𒆷𒇷𒆷𒋫𒁕𒈾𒈠𒀀𒀀𒁍𒌓𒀭𒉌𒌅𒃻𒀸𒅆𒀭𒈨𒌍𒀀𒈨𒇻𒋼𒈤𒋥𒌋𒉌𒅆𒄿𒀸𒉺𒉌𒆪𒉡𒇻𒈤𒋥𒀸𒌋𒅗𒄭𒆪𒉡𒇻𒁕𒁁𒁹𒀸𒋩𒆕𒀀𒌉𒌋𒌋𒌉𒌋𒌋𒃲𒃻𒂍𒍑𒋾𒂍𒍑𒋾𒀀𒈾𒁁𒇻𒋾𒆳𒌋𒌦𒈨𒌍𒇻𒈾𒈲𒂕𒀀𒈾𒈗𒌑𒋾𒇻𒈾𒁉𒈬𒋙𒈗𒌋𒌋𒈠𒂗𒌋𒌋𒈠𒀸𒌋𒅗𒄭𒆪𒉡𒆷𒋫𒃻𒅗𒈾	uṣ-ra ma-a ina ŠA₃-bi a-de-e-ku-nu la ta-ha-ṭi-a ZI-MEŠ-ku-nu la tu-hal-la-qa ma-a KUR-ku-nu a-na ha-pe-e UN-MEŠ-ku-nu a-na šal-la-li la ta-da-na ma-a a-bu-tu₂ an-ni-tu ša₂ ina IGI DINGIR-MEŠ a-me-lu-te mah-rat-u-ni ši-i ina pa-ni-ku-nu lu mah-rat ina UGU-hi-ku-nu lu ṭa-bat {1}-aš-šur—DU₃—A DUMU—MAN DUMU—MAN GAL ša₂ E₂—UŠ-ti E₂—UŠ-ti a-na be-lu-ti KUR u UN-MEŠ lu na-ṣir EGIR a-na LUGAL-u₂-ti lu na-bi MU-šu₂ LUGAL MAN-ma EN MAN-ma ina UGU-hi-ku-nu la ta-ša₂-ka-na 	Guard this treaty. Do not sin against your treaty and annihilate yourselves, do not turn your land over to destruction and your people to deportation. May this matter which is acceptable to god and mankind, be acceptable to you too, may it be good to you. May Assurbanipal, the great crown prince designate, be protected for (his) lordship over the land and the people, (and) may his name later be proclaimed for the kingship. Do not place any other king or any other lord over you."
𒀸𒀀𒈨𒌍𒀸𒉌𒈨𒌍𒀸𒄩𒀀𒀸𒍗𒀸𒈲𒀸𒄈𒀸𒌋𒅗𒁹𒀴𒌋𒐊	ina A-MEŠ ina I₃-MEŠ ina ZAH₂ ina UŠ₂ ina MUŠ ina GIR₂ ina UGU {1}-ARAD—15 	If he dies or flees — by water, oil, snake (or) scorpion — it is upon Urdu-Issar.
𒈗𒁁𒇷𒄿𒃮𒁉𒈠𒀀𒁍𒊑𒁲𒀀𒈨𒇷𒁍𒊑𒁲𒆠𒈠𒁉𒈩𒁍𒊑𒁲𒊭𒇽𒌑𒍝𒀭𒊩𒌆𒉾𒋗𒌋𒁉𒈩...𒄑𒋢𒊑...	LUGAL be-li i-qab-bi ma-a pu-ri-di a-me-li pu-ri-di ki-ma bi-rit pu-ri-di ša LU₂ u₂-ṣa {d}-NIN.KILIM šu-u bi-rit ... is—su-ri ... 	The king, my lord, says: "'The legs of a man' (means) 'legs'  (only) when (something literally) emerges between a man's (legs); that  mongoose passed between ... " — perhaps ... 
𒁹𒊓𒅈𒁺𒊑𒆳𒌑𒅈𒊏𒁕𒀀𒀀𒄿𒈾𒌷𒂅𒊒𒍑𒉺𒀀𒌷𒋙𒂊𒋤𒋙𒈠𒁲𒅅𒋫𒋙𒈠𒀪𒀜𒌅𒄿𒈾𒅆𒆍𒃲𒈨𒌍𒋙𒀀𒂁𒍝𒇴𒈗𒋾𒅀𒆕𒍑𒈠𒀸𒋻𒍢𒌷𒂅𒊒𒊻𒉺𒀀𒌌𒁁	{m}-sa-ar-du-ri {KUR}-u₂-ar-ra-ṭa-a-a i-na {URU}-ṭu-ru-uš-pa-a URU-šu₂ e-sir-šu₂-ma di-ik-ta-šu₂ ma-ʾa-at-tu i-na IGI KA₂.GAL.MEŠ-šu₂ a-duk ṣa-lam LUGAL-ti-ia DU₃-uš-ma ina tar-ṣi {URU}-ṭu-ru-us-pa-a ul-ziz 	I confined Sarduri of the land Urarṭu to the city Ṭurušpâ, his city, and inflicted a great defeat upon him before his city gates. I fashioned my royal image and (25') erected (it) in front of the city Ṭurušpâ.
𒊬𒈨𒌍𒅖𒊒𒅗𒅆𒃻𒌋𒌋𒀭𒌈𒅆𒄿𒈠𒆧𒉺𒀀𒈾𒀭𒀀𒉏𒄿𒆜𒋛𒁍	SAR-MEŠ iš-ru-ka-ši ša₂-niš an-tum ši-i-ma kis-pa a-na {d}-a-num i-kas-si-pu 	He gave her vegetables; alternatively, she is Antu and they make funerary offerings to Anu.
𒌋𒌋𒌷𒆕𒍪𒌋𒌋𒌷𒋼𒀀𒀭𒊩𒌆𒆤...𒐊𒌷𒂦𒁹𒌍𒉽𒈨𒌍𒋢𒁹𒈨...𒌷𒀭𒌓𒉽𒐉𒈨𒁹...	20 {URU}-kal₃-zu 20 {URU}-kar—{d}-NIN.LIL₂ ... 05 {URU}-BAD₃—{1}-30—PAB-MEŠ—SU 01-me ... {URU}-{d}-UTU—PAB 04-me {1}-... 	20, Kilizi; 20, Kar-Mullissi; x+5, Dur-Sin-ahhe-riba; 100, GN; x, Šamaš-na$ir; 400, NN;
𒀀𒈾𒀭𒂗𒆤𒈗𒀭𒀭𒂗𒀭𒂊𒅇𒆠𒁴𒉣...𒉺𒊑𒄑𒁍𒊒𒊻𒋢𒌑𒃻𒆷𒅔𒊩𒌆𒉡𒌑𒀀𒃻𒈩𒀭𒐊𒐕𒐕𒈠𒄠𒈝𒀭𒀀𒉣𒈾𒆠𒈬𒈠𒀪𒅕...𒋫𒈪𒄴𒈲𒈩𒄀𒅎𒊑𒊓𒉌𒅅𒂗𒆳𒆳𒅆𒅅𒀭𒈨𒌍𒀀𒈨𒂍𒆳𒃻𒆠𒆗	a-na {d}-EN.LIL₂ LUGAL DINGIR.DINGIR EN AN-e u₃ KI-tim NUN ... pa-ri-is pu-ru-us-su-u₂ ša₂ la in-nin-nu-u₂ a-ša₂-red {d}-i₂-gi₃-gi₃ ma-am-lu₄ {d}-a-nun-na-ki mu-ma-ʾ-er ... ta-mi-ih ṣer-ret gi-im-ri sa-ni-iq EN KUR.KUR IGI.GAL₂ DINGIR.MEŠ a-šib e₂-kur ša₂ qe₂-reb 	For the god Enlil, king of the gods, lord of the heaven and netherworld, prince ... , one who renders decisions, whose order cannot be changed, foremost of the Igīgū gods, hero of the Anunnakū gods, who rules ... , one who holds the lead-rope of every(one), one who makes opposing forces agree, lord of the lands, wisest of the gods, one who dwells in Ekur which is inside Nippur, (the great lord), his lord:
𒋧𒉡𒇻𒇽𒃻𒉡𒃲𒆠𒈲𒃲𒆠𒈲	SUM-nu lu {LU₂}-GAR-nu GAL—ki-ṣir GAL—ki-ṣir 	Whether the prefect or cohort commander
𒀸𒊮𒁉𒐕𒌋𒈫𒈠𒈾𒍏𒈨𒌍𒉽𒈠...𒀀𒊮𒈠𒍝𒊒𒋼𒀸𒄑𒑏𒊭𒑆𒋡𒍏𒈨𒌍𒀜𒊒𒂍𒄿𒋛𒌋𒌋𒀸𒌷𒀳𒈨𒌍	ina ŠA₃-bi 72 MA.NA URUDU-MEŠ PAB-ma ... A.ŠA₃ ma-za-ru-te ina {GIŠ}-BAN₂ ša 09 qa URUDU-MEŠ ad-ru E₂ i-se-niš ina {URU}-ENGAR-MEŠ 	All together x hectares of field in cultivation by the copper seah of 9  'litres,' a threshing floor, together with a house in Farmer Town —
...𒄀𒁇𒋙𒁶𒅗𒋃𒆠𒅎𒈠𒁶𒀾𒄣𒆷𒇷𒅎𒈠...	... gi-par₂-šu₂ GIM ka-lak-ki-im-ma GIM aš₂-qu-la-li-im-ma ... 	... his/its meadow like a ... , like a ... 
𒈠𒀀𒃲𒂍𒅗𒃲𒂍𒅗𒀸𒂍𒅀𒀊𒋾𒆤	ma-a {LU₂~v}-GAL—E₂-ka {LU₂~v}-GAL—E₂-ka ina E₂-ia ap-ti-qid 	... I have appointed your major-domo in my palace."
...𒁍𒁀𒀀𒌈𒃻𒃻𒄭𒀀𒀀𒈾𒆪...	... bu-ba-a-tum ša₂ NINDA-HI.A a-na-ku ... 	hunger for food ... , I will ... "
𒁹𒉌𒄯𒀀𒌋	{1}-ni-mur-a-u 	Nimmurau;
𒁹𒌋𒅗𒂗𒋙𒅁𒁍𒌑𒋙	ana UGU EN-šu₂ ip-pu-u₂-šu₂ 	will he make ... against his lord?
𒀀𒈾𒀭𒈦𒄑𒊒𒆗𒆗𒀭𒈨𒌍𒃼𒁺𒀀𒈾𒋾𒆷𒍣𒈨𒌍𒊭𒁹𒀸𒋩𒆕𒀀𒌋𒌋𒆳𒀸𒀀𒈾𒀭𒊩𒌆𒅁𒃻𒆠𒆗𒌷𒆕𒄩𒀀𒈾𒅆𒋆𒋾𒅖𒊿	a-na {d}-MAŠ giš-ru dan-dan DINGIR-MEŠ qar-du a-na TI.LA ZI-MEŠ ša {1}-aš-šur—DU₃—A MAN KUR—aš a-na {d}-NIN.URTA ša₂ qe₂-reb {URU}-kal₃-ha a-na ši-rik-ti iš-ruk 	to Ninurta, the powerful, the mightiest of the gods, the warrior, for the life of Assurbanipal, king of Assyria, to Ninurta of Calah as a gift.
𒌓𒌁𒆜𒋙𒃻𒁕𒁀𒁍𒀭𒈾𒀀𒁄𒌑𒀭𒈨𒌍𒈠𒆷𒈬𒉈𒉈𒍠𒊒𒀯𒊕𒈨𒃻𒀯𒀸𒁁𒀯𒆕𒋛𒁲𒀯𒉌𒁁𒀀𒉌𒈬𒋙𒇷𒄬𒇷𒄣	ut-tir-raš-šu₂ ša₂ da-ba-bu an-na-a BAL-u₂ DINGIR-MEŠ ma-la MU.NE.NE zak-ru {MUL}-SAG.ME.GAR {MUL}-dil-bat {MUL}-GAG.SI.SA₂ {MUL}-ṣal-bat-a-ni MU-šu₂ li-hal-li-qu 	Whoever changes these words, may all the gods who are called by a name, Jupiter, Venus, Sirius and Mars, destroy his name!
𒆷𒄿𒈬𒌋𒀜𒇽...𒄠𒈨𒌑𒈠𒀀𒀀𒋫𒀀o𒀲𒆳𒊏𒈨𒌍𒊭𒉺𒅁𒀀𒇻𒀀	la i-mu-u-at {LU₂}-... am-mi₃-u₂ ma-a a-ta-a o {ANŠE}-KUR.RA-MEŠ ša šap-a-lu-a 	That ... (official) is saying: "Why the horses that are under me ... ?
𒋬𒅆𒁹𒉣𒀸𒋩𒁺𒀝	TA@v IGI {1}-ṣil—aš-šur—DU-ak 	(Nabû'a has contracted and) bought it from Ṣilli-Aššur-allak.
𒌑𒈠𒀀𒀀𒆠𒊭𒈗𒂗𒅅𒁍𒌋𒉌𒃻𒂗𒉣𒌨𒆠𒅀𒌋𒀸𒅆𒋙𒉡𒀝𒋫𒆷𒄠𒈨𒅀𒌋𒀀𒈾𒂗𒉣𒋙𒄿𒋫𒋫𒅗	u₂-ma-a a-ki ša LUGAL EN iq-bu-u-ni {LU₂~v}-ša₂—EN.NUN ur-ki-iu-u ina IGI-šu₂-nu ak-ta-la am-mi₃-iu-u a-na EN.NUN-šu₂ i-ta-ta-ka 	Now, I have kept the reserve guard in their service, as the king, my lord, commanded; the other one has gone back to his garrison.
𒌋𒌋𒉡𒃻𒂊𒆷𒀭𒉌𒇻𒌋𒁹...𒅇𒌉𒈨𒌍𒋙𒌉𒌉𒈨𒌍𒋙𒌉𒌉𒈨𒌍𒋙𒌉𒋀𒈨𒌍𒋙𒌉𒋀𒈨𒌍𒋙𒊭𒋬𒁹...𒈨𒅀𒀀𒌋...	man-nu ša₂ e-la-an-ni lu-u {1}-... u₃ DUMU-MEŠ-šu₂ DUMU—DUMU-MEŠ-šu₂ DUMU—DUMU-MEŠ-šu₂ DUMU—ŠEŠ-MEŠ-šu₂ DUMU—ŠEŠ-MEŠ-šu₂ ša TA@v {1}-... me—ia-a-u ... 	Whoever comes forward, whether ... or his sons (or) his grandsons  (or) his nephews, and ... against ... me-iau,
𒁹𒁀𒀠𒋫𒀉𒊑𒀴𒋙𒊭𒁹𒋃𒀭𒌋𒐊	{1}-ba-al-ta—id-ri {LU₂~v}-ARAD-šu₂ ša {1}-SANGA—{d}-15 	Balta-idri, servant of Sangû-Issar —
𒈝𒄯𒀀𒂵𒀀𒋙𒌋𒅇𒁹𒌝𒌋𒌋𒄿𒁉𒀀𒈾𒌋𒅗𒄤𒅗𒅋𒈬𒌑𒌋𒀸𒊮𒃻𒁹𒆪𒆠𒉡𒌓𒅗𒄿𒁺𒌑𒌓𒌁𒊑𒈬𒀾𒆲𒀝𒅗𒅀𒀪𒉡𒌑	hum-mur a-ga-a šu₂-u u₃ {1}-um-man-i-gaš a-na UGU GAZ-ka il-mu-u₂ u ina ŠA₃ ša₂ ana-ku ki-nu-ut-ka i-du-u₂ ut-tir re-mu aš₂-kun-ak-ka ia-aʾ-nu-u₂ 	(When) that defunct one and Ummanigaš put up a siege to kill you, was that not because I, knowing your loyalty, had ... had mercy with you?
...𒀯𒀸𒁁𒀭𒇻𒅂𒊕𒍑...𒀯𒋗𒉺𒀯???𒀯𒃲𒀀𒅆𒅁𒊭𒈠𒈨𒋩𒆥𒉡𒊏𒀊𒁍𒁴𒀾𒋳𒃶𒋗𒉡𒋾𒈠𒀀𒈾𒁷𒌓𒈨𒌍𒊒𒄣𒋾𒈧𒉡𒄑𒄖𒍝𒆷𒁇𒁄𒂊𒁺𒌝𒈬𒋡𒀀𒈠𒌅𒌑𒀀𒀸𒈠𒄯𒀭𒀫𒌓𒁁𒉌𒅀𒌑𒊓𒀠𒇷𒋙𒉡𒋾	... {MUL}-dil-bat {d}-UDU.IDIM.SAG.UŠ ... {MUL}-ŠU.PA {MUL}-|AB×HAL| MUL GAL a-ši-ib ša-ma-me sur-qin-nu ra-ab-bu-tim aš₂-tak-kan-šu-nu-ti-ma a-na TIN UD.MEŠ ru-qu-ti kun₈-nu {GIŠ}-GU.ZA la-bar BALA-e du-um-mu-qa a-ma-tu-u₂-a ina ma-har {d}-AMAR.UTU be-li₂-ia u₂-sa-al-li-šu₂-nu-ti 	... , Venus, Saturn, ... , Boötes, ... , the great star(s) who reside in heaven, I established for them a large amount of strewn offerings and I prayed to them for a long life (lit. “a life of long days”), a firmly secured throne, a long reign, (and) making my words gain favor in the presence of the god Marduk, my lord.
...𒀭𒁁𒀖𒀭𒂊𒄑𒋛𒃻𒍝𒆳	... {d}-be-lit—AN-e {GIŠ}-si-gar ZA.GIN₃ 	... Belet-šamê, a bolt of lapis lazuli
𒀀𒈾𒆪𒁹𒀭𒊹𒋀𒋧𒈾𒈗𒋙𒈗𒆳𒀸𒋩𒆠...𒂍𒀭𒌍𒀭𒊩𒌆𒃲𒀭𒌓𒀭𒀀𒀀...𒀸𒆠𒆗𒉠𒌷𒃻𒀏𒆠𒀀𒈾𒈬𒉺𒅁...𒀸𒌗𒊩𒈨𒌓𒈨𒊺𒈨𒂊𒀸𒉌𒌓𒉿𒄿𒇷𒉌𒌓𒆳𒄿𒆗𒉌...𒍢𒅕𒌓𒇷𒂊𒋗𒀀𒌅𒍑𒅆𒋙𒀜𒁲...𒂍𒋗𒀀𒌓𒀀𒈾𒋛𒆟𒋾𒋙𒅈𒍦𒌑𒊕𒇸...𒄑𒃡𒈨𒌍𒄑𒂞𒈤𒈨𒌍𒌑𒆳𒊑𒍝𒌋𒅗𒋙...𒄑𒅅𒈨𒌍𒄑𒋩𒌋𒌋𒃻𒂊𒊑𒄑𒋛𒈾𒁕𒀀𒁀...𒊩𒈠𒌑𒈾𒀀𒋾𒄭𒋚𒋾𒂍𒃻𒆬𒌓𒆬𒄀...𒌌𒌅𒂍𒋗𒀀𒌅𒌑𒊕𒇷𒇻𒌑𒋗𒌅𒌋𒀝𒈬𒊏𒅆𒌓𒋙...𒀭𒌍𒀭𒊩𒌆𒃲𒀭𒌓𒀭𒀀𒀀𒀭𒈨𒌍𒃲𒈨𒌍...𒌗𒌑𒈠𒆷𒈾𒌓𒅗𒀀...	a-na-ku {m}-AN.ŠAR₂-ŠEŠ-SUM.NA LUGAL ŠU₂ LUGAL KUR aš-šur {KI} ... E₂ {d}-30 {d}-nin-gal {d}-UTU {d}-a-a ... ina qe₂-reb MURUB₄ URU ša₂ NINA {KI} a-na mu-šab ... ina ITI šal-me u₄-me še-me-e ina {NA₄}-pi-i-li NA₄ KUR-i dan-ni ... ṣe-er tam-le-e šu-a-tu uš-ši-šu₂ ad-di ... E₂ šu-a-tu₂ a-na si-hir-ti-šu₂ ar-ṣip u₂-šak-lil ... GIŠ.UR₃.MEŠ {GIŠ}-EREN MAH.MEŠ u₂-šat-ri-ṣa UGU-šu₂ ... {GIŠ}-IG.MEŠ {GIŠ}-ŠUR.MIN₃ ša₂ e-re-es-si-na ṭa-a-ba ... mim-ma u₂-na-a-ti hi-ših-ti E₂ ša₂ KU₃.BABBAR KU₃.GI ... ul-tu E₂ šu-a-tu u₂-šak-li-lu u₂-qat-tu-u ag-mu-ra ši-pir-šu₂ ... {d}-30 {d}-nin-gal {d}-UTU {d}-a-a DINGIR.MEŠ GAL.MEŠ ... ITI-šam-ma la na-par-ka-a ... 	I, Esarhaddon, king of the world, king of Assyria, ... the temple of the gods Sîn, Ningal, Šamaš, (and) Aya ... in the citadel of (the city of) Nineveh as residence of ... (15) In a favorable month, on a propitious day, I laid its foundations upon that terrace with limestone, strong stone from the mountains, ... I built (and) completed that temple in its entirety... I roofed it with magnificent cedar beams ... (and) I fastened bands of silver and copper on doors of cypress, whose fragrance is sweet, and installed (them) in its gates. (20) I ... whatever utensils were needed for the temple, whether silver (or) gold ... When I had completed that temple (and) brought its construction to an end ... the gods Sîn, Ningal, Šamaš, (and) Aya, the great gods, ... monthly, without ceasing.
...𒅆𒋾𒀭𒋾𒁁𒀖𒀭𒈨𒀸𒀀𒆳𒉿𒄿𒋙𒂖𒀖𒀜𒆗𒈠	... ši-ti DINGIR-ti be-lit—DINGIR-ME ina a-mat pi-i-šu₂ el-lit at-kal-ma 	I obeyed the divinity of Belet-ili, trusting in her holy command.
𒁹𒀀𒁁𒈗𒉽𒈤𒆳𒌋𒌋𒈾𒀀𒀀𒄿𒋛𒋙𒉡𒄿𒆷𒅗𒀀𒊓𒀠𒋙𒈠𒀀𒈾𒄯𒌓o𒄿𒁀𒅆𒋗𒈫𒋾𒆪𒉡𒌋	{1}-a-bat—LUGAL—PAB {LU₂~v}-MAH {KUR}-man-na-a.a i-si-šu₂-nu i-la-ka a-sa-al-šu₂ ma-a na-mur-tu₂ o i-ba-ši ŠU.2-ti-ku-nu-u 	Abat-šarri-uṣur, the Mannean emissary, is coming with them. I asked him: "Is the audience gift with you?"
𒌉𒈬𒉌𒌓𒆸𒀭𒉺𒌆𒌋𒌋𒆧𒌋𒌋𒆗𒉌𒌋𒌋𒆳𒀭𒀀𒋩𒈠𒆰𒋃𒋾𒋗𒄿𒈾...𒈗𒌋𒌋𒈨𒌍𒂗𒂗𒈨𒌍...𒆰𒁕𒊒𒌑𒊭𒈗𒋾...	DUMU mu-tak₃-kil-{d}-nusku MAN KIŠ MAN dan-ni MAN KUR {d}-a-šur-ma NUMUN ŠID-ti-šu i-na ... LUGAL MAN.MEŠ EN EN.MEŠ ... NUMUN da-ru-u₂ ša LUGAL-ti ... 	Son of Mutakkil-Nusku, (who was) also king of the universe, strong king, king of Assyria his priestly progeny ... king of kings, lord of lords, ... , eternal royal seed ... :
𒆬𒌓𒂊𒍦𒋧𒀭...	KUG.UD e-ṣip SUM-an ... 	he shall pay double the silver.
...𒈠𒋾𒁹𒄑𒈪𒂗...𒀝𒋫𒅘𒈬...𒀸𒌋𒅗𒈗𒂗𒅀	... ma-ti {1}-GIŠ.MI—EN ... ak-ta-nak MU ... ina UGU LUGAL EN-ia 	I have ... the ... s of Ṣil-Bel, sealed them, ... and am sending  them to the king, my lord... 
𒆠𒄿𒅋𒇷𒆪𒌑𒉌𒁲𒅅𒋫𒋙𒉡𒉌𒀉𒂁	ki-i il-li-ku-u₂-ni di-ik-ta-šu₂-nu ni-id-duk 	When they came ... , we inflicted a defeat on them.
o𒐈𒄿𒋛𒋫𒋼o𒄑𒃡𒈨𒌍𒂟𒁍𒌓	o 03 i-si-ta-te o {GIŠ}-UR₃-MEŠ ṣab-bu-tu₂ 	3 towers, the beams fixed
𒌷𒍢𒁺𒈾𒀀𒀀𒊕𒁺𒈨𒌍𒋼𒆷𒀀𒋬𒌉𒈗𒌉𒈗𒂗𒅀𒀸𒌷𒆕𒄩𒅋𒇷𒆪𒆷𒀀𒀸𒈠𒇡𒋼𒊭𒌷𒉌𒉡𒀀𒄿𒍝𒍪𒃮𒋛𒌷𒄿𒁺𒇻𒅀𒈬𒌅𒀸𒂍𒌒𒊑𒂊𒋙𒂍𒌒𒊑𒂊𒋙	{URU}-ṣi-du-na-a.a {LU₂~v}-SAG.DU-MEŠ-te la-a TA@v DUMU—LUGAL DUMU—LUGAL EN-ia ina {URU}-kal₃-ha il-li-ku la-a ina ma-ṣar-te ša {URU}-ni-nu-a i-za-zu qab-si URU i-du-lu ia-mu-tu ina E₂—ub-re-e-šu₂ E₂—ub-re-e-šu₂ 	The Sidonites and the(ir) heads did not go to Calah with the crown prince, my lord, nor are they serving in the garrison of Nineveh. They loiter in the center of the town, each in his lodging place.
