...𒅅𒀜𒋫𒍝𒀸𒁉𒀉	... ig at-ta-ṣa ina be₂-et 	I brought ... and gave ... where ... 
𒁹𒌨𒋫𒆪𒄩𒋫𒉡𒁹𒋼𒌝𒌋𒌋𒃻𒀸𒊻𒍢𒌋𒅗𒄷𒍮𒆷𒅅𒌓𒌋𒍣𒈨𒌍𒀀𒈾𒈾𒆜𒊕𒁺𒊏𒈠𒉌𒋙𒌉𒆳𒀸𒋩𒄿𒃻𒋛𒈠𒌝𒈠𒀠𒅗𒊕𒁺𒋻𒄑𒅆𒈗𒂗𒅗𒄿𒅆𒈠𒇷𒂊𒆠𒈬𒅆𒂟𒁴	{m}-ur-ta-ku ha-ta-nu {m}-te-um-man ša₂ ina uṣ-ṣi muh-hu-ṣu la iq-tu₂-u ZI.MEŠ a-na na-kas SAG.DU ra-ma-ni-šu₂ DUMU KUR aš-šur i-ša₂-si-ma um-ma al-ka SAG.DU KUD-is IGI LUGAL EN-ka i-ši-ma le-e-qi₂ MU SIG₅-tim 	Urtaku, an in-law of Teumman who had been struck by an arrow (but) had not (yet) died, called out to an Assyrian to cut off his (Urtaku’s) own head, saying “Come here (and) cut off (my) head. Carry (it) before the king, your lord, and obtain fame.”
𒅆𒌨𒊭𒆳𒈥𒋗𒌋𒌓𒀭𒈨𒌍𒅗𒋳𒈠𒆧𒋗𒌈𒄠𒈥𒆳𒁶𒊏𒀀𒀀𒂊𒁍𒍑𒌋𒉌𒀸𒋩𒀭𒅗𒆷𒄿𒈾𒀾𒃻𒀭𒉌𒀀𒈾𒈗𒂗𒐊𒆷𒀉𒆗𒌋𒉌	HUL ša KUR—MAR šu-u-tu₂ DINGIR-MEŠ-ka šum-ma kiš-šu-tum am-mar {KUR}-gim-ra-a.a e-pu-uš-u-ni aš-šur DINGIR-ka la i-na-aš₂-ša₂-an-ni a-na LUGAL EN-ia₂ la id-dan-u-ni 	This portends misfortune for the Westland. (I swear) by your gods, that Aššur, your god, will take away whatever dominance the Cimmerians have achieved and give it to the king, my lord.
𒉽𒊭...𒀀𒈾...𒊭𒄑𒋛𒋙𒉡𒌑𒍮𒉌𒉌	PAB ša ... a-na ... ša is-si-šu₂-nu u₂-ṣu-ni-ni 	total, of ... , for ... , who came out with them;
𒆤𒌓𒀸𒆷𒁉𒊑𒀀𒁺𒊮𒁹𒌋𒌋𒁺𒁹𒌍𒉽𒈨𒌍𒋢𒃲𒇻𒁍𒀭𒉌𒌋𒋗𒌋𒌓𒉈𒂗𒋙𒉡𒈗𒁁𒉌𒆠𒄿𒊭𒄿𒆷𒌋𒉌𒇷𒁍𒍑	ket-tu₂ ina la-bi-ri a-du ŠA₃ {1}-MAN—GIN {1}-30—PAB-MEŠ—SU gal-lu-bu an-ni-u šu-u-tu₂ ṭe₃-en-šu₂-nu LUGAL be-li₂ ki-i ša i-la-u-ni le-pu-uš 	Indeed, in the old times — until the reigns of Sargon and Sennacherib — they were shaved. This was their story; the king, my lord, may act as he prefers.
𒁹𒀸𒋩𒆳𒇲𒅔...𒇽𒃻𒅆𒂍𒃲𒊭𒊩𒆳𒊩𒆳	{1}-aš-šur—KUR—LAL-in ... {LU₂}-ša₂—IGI—E₂.GAL ša MI₂—KUR MI₂—KUR 	Aššur-matu-taqqin, ... of the palace superintendent of the queen.
...𒇻𒈧𒈨𒌍𒌍𒇻𒍚𒈨𒌍	... {UDU}-MAŠ₂-MEŠ 30 {UDU}-UZ₃-MEŠ 	x male goats, 30 female goats, 
...𒀉𒋾𒆪𒉡𒇻...	... it-ti-ku-nu lu-... 	... with you ... 
𒀀𒈾𒄊𒀭𒀹𒁯𒊩𒌆𒋗𒌑𒊺𒅅𒉌𒅖𒂊𒉡𒈠𒂍𒀭𒀹𒁯𒊩𒌆𒀜𒌷𒉌𒈾𒀀𒊩𒌆𒅀𒊭𒀸𒉺𒈾𒁹𒀭𒌓𒅆𒀭𒅎𒈗𒀀𒌨𒉺𒉌𒅀𒂊𒁍𒋗𒂊𒈾𒄷𒂕𒋗𒁹𒀭𒀀𒋩𒋾𒆷𒀀𒁉𒌓𒁲𒋗𒂍𒋗𒌑𒄿𒈾𒊑𒄿𒁁𒂊𒈾𒄴𒈠𒄴𒁕𒁉𒀉𒀀𒈾𒋛𒄯𒋾𒋗𒌑𒉌𒀘𒀭𒊭𒋾𒋗𒀝𒂡𒅇𒈠𒀝𒋫𒅖𒌅𒍑𒅆𒋗𒀀𒁲𒃮𒁳𒁉𒋗𒂊𒁍𒍑𒋾𒈨𒉌𒊭𒁹𒀭𒀀𒋩𒋾𒆷𒌓𒁲𒅖𒀀𒈾𒀸𒊑𒋗𒉡𒈠𒌑𒌁𒅇𒋾𒈨𒉌𒅀𒀸𒆪𒌦	a-na GIR₃ {d}-iš₈-tar₂ NIN-šu u₂-še-ek-ni-iš e-nu-ma E₂ {d}-iš₈-tar₂ NIN-at {URU}-ni-na-a NIN-ia ša ina pa-na {m}-{d}-UTU-ši-{d}-IŠKUR LUGAL a-lik pa-ni-ia e-pu-šu e-na-hu EGIR-šu {m}-{d}-a-šur-TI.LA a-bi ud-di-šu E₂ šu-u₂ i-na ri-i-be e-na-ah-ma ih-ṭa-bi-it a-na si-hir₂-ti-šu u₂-ne₂-kir₆ an-ša-ti-šu ak-šer₃ u₃ ma-aq-ta iš-tu uš-ši-šu a-di gaba-dib-bi-šu e-pu-uš ti-me-ni ša {m}-{d}-a-šur-TI.LA ud-di-iš a-na aš-ri-šu-nu-ma u₂-ter u₃ ti-me-ni-ia aš-ku-un 	At that time the temple of the goddess Ištar, mistress of Nineveh, my mistress, which Šamšī-Adad (I), the king, my predecessor, had previously built (and which, when) it became dilapidated, Aššur-uballiṭ (I), my forefather, later restored — that temple had been damaged in an earthquake and was in ruin. I cleared away (the debris) entirely and reconstructed its weakened portions. I rebuilt the fallen sections from top to bottom. I restored (and) returned to their places the clay inscriptions of Aššur-uballiṭ (I) and deposited my clay inscriptions.
𒅆𒁹𒌋𒄥𒂦	IGI {1}-U.GUR—BAD₃ 	Witness Nergal-duri.
𒃻𒆠𒉌𒐈𒈬𒀭𒈾𒈨𒌍...𒐈𒈬𒀭𒈾𒈨𒌍𒋼𒀀𒀊𒄭𒉽𒐋𒈬𒀭𒈾𒈨𒌍𒅥	ša₂-ki-ni 03 MU.AN.NA-MEŠ ... 03 MU.AN.NA-MEŠ kar-ap-hi PAB 06 MU.AN.NA-MEŠ KU₂ 	He shall enjoy it for three crop years and 3 fallow years, in all 6 years.
𒄿𒇷𒄿𒈠𒋾...	i-li-i-ma ti-... 	Go up and ... 
...𒈨𒌍𒑐𒁹𒋡𒉌𒈨𒌍𒉽𒈠𒑔𒐊𒋡𒋭𒈨𒌍	... MEŠ n 01 qa I₃-MEŠ PAB-ma n 05 qa LAL₃-MEŠ 	... s 1 seah 1 litre of oil. Total 5 seahs 5 litres of honey
𒁹...𒊩𒋙𒈫𒌉𒈨𒌍𒋙𒌉𒊩𒋢...	{1}-... MI₂-šu₂ 02 DUMU-MEŠ-šu₂ DUMU.MI₂-su ... 	... , his wife, his 2 sons, his daughter ... 
...𒌓𒋦𒆜𒈗𒆜𒈗𒊭𒋬𒌷𒆪𒁀𒈾𒊺𒀀𒈾𒌷𒀀𒊑𒁲	... tu₂ SUHUR KASKAL—LUGAL KASKAL—LUGAL ša TA@v {URU}-ku-ba-na-še a-na {URU}-a-ri-di 	... ; adjoining the king's road from Kubanaše to Aridi;
𒄑𒁴𒈨𒄑𒂞𒈤𒈨𒌍𒄑𒀀𒋰𒉿𒆪𒈜𒆍𒈨𒌍𒅆𒅔𒂊𒅂𒋛𒄭𒅕𒋾𒂍𒃲𒃻𒀀𒌅𒉌𒁉𒄷𒉺𒀾𒄣𒃻𒉌𒌓𒅗𒉌𒌓𒍝𒆳𒌑𒊺𒄫𒈠𒌑𒊩𒈠𒀀𒆠𒇷𒇺𒋛𒂖𒈝𒆳𒄀𒄖𒆠𒈠𒀭𒌁𒀭𒈾𒌑𒃻𒊍𒄭𒊏𒄀𒂇𒆍𒈨𒌍𒉌𒋝𒆑𒆬𒌓𒅁𒁉𒌋𒌓𒅗𒁇𒉆𒊑𒌑𒋥𒋫𒀀𒆠𒆗𒃻𒁕𒈾𒀭𒀭𒀸𒋩𒂗𒅀𒃻𒀸𒆳𒆳𒅘𒊏𒋼𒂊𒋼𒁍𒋙𒀸𒅆𒌓𒇽𒄯𒊏𒆪𒋼𒂊𒋛𒋡𒆠𒆗𒃻	{GIŠ}-tim-me {GIŠ}-EREN MAH.MEŠ {GIŠ}-a-dap₂-pi ku-lul KA₂.MEŠ-ši-in e-mid si-hi-ir-ti E₂.GAL ša₂-a-tu ne₂-be₂-hu pa-aš₂-qu ša₂ {NA₄}-ZU₂ {NA₄}-ZA.GIN₃ u₂-še-piš-ma u₂-šal-ma-a ki-li-liš se-el-lum mat-gi-gu ki-ma {d}-TIR.AN.NA u₂-ša₂-as-hi-ra gi-mir KA₂.MEŠ-ni sik-kat₃ KU₃.BABBAR eb-bi u ZABAR nam-ri u₂-rat-ta-a qe₂-reb-ša₂ da-na-an {d}-aš-šur EN-ia ša₂ ina KUR.KUR nak-ra-te e-te-pu-šu₂ ina ši-pir {LU₂}-ur₅-ra-ku-te e-si-qa qe₂-reb-ša₂ 	I placed crossbeams on tall cedar columns (thus forming) a cornice in their gates. I had the frieze(s) (and) coping(s) of the whole of that palace made of black (and) blue (glazed bricks) and I put (them) around (it) like a wreath. I surrounded all of the gates with an arch (and) a vault like a rainbow. I embedded nails of pure silver and shining bronze in them. Through the craft of the sculptor, I depicted on it (the frieze of the palace) the might of the god Aššur, my lord,  (the deeds) that I had accomplished in enemy lands.
...𒁹𒊏𒄭𒀀𒉡...	... {m}-ra-hi-a-nu ... 	... Raḫiānu (Rezin) ... 
𒀸𒄊𒈫𒈨𒌍...	ina GIR₃.2-MEŠ ... 	on foot ... 
𒅎𒁹𒀸𒋩𒄑𒅗𒆗𒅔𒀀𒈾𒁹𒀭𒉺𒈾𒂇𒋀𒅀𒇻𒌋𒁲𒈬𒀀𒈾𒋀𒅀𒀀𒆗𒌋𒌋	IM {1}-aš-šur—GIŠ-ka—KALAG-in a-na {1}-{d}-PA—na-mir ŠEŠ-ia lu-u DI-mu a-na ŠEŠ-ia a—dan-niš 	A tablet of Aššur-nirka-da''in to my brother Nabû-nammir. The  best of health to my brother!
𒌓𒌋𒐈𒄰𒄭𒂵𒇷𒁍𒋗	UD 13-KAM~v DUG₃.GA le-pu-šu 	The 13th is a propitious day; let them perform it.
𒌓𒐊𒄰𒀭𒉌𒌑𒃻𒌗𒀊𒊭𒌷𒊑𒈬𒋛𒋗𒌑𒈨𒈨𒉌𒆷𒈾𒍮𒌋𒉌𒈨𒈨𒉌𒆷𒅋𒇷𒅗𒀀𒈾𒁀𒆳𒍣𒈨𒌍𒊭𒈗𒁁𒉌𒅀𒇻𒀬𒈨𒌍𒃮𒁍	UD 05-KAM an-ni-u₂ ša₂ {ITI}-AB ša {URU}-tal-mu-si šu-u₂ me-me-ni la na-ṣu-u-ni me-me-ni la il-li-ka a-na ba-laṭ ZI-MEŠ ša LUGAL be-li₂-ia {UDU}-SISKUR-MEŠ gab-bu 	This 5th day of Kanun (X) belongs to Talmusu. Nothing has been brought; no one came. Nevertheless for the sake of the life of the king, my lord, I have performed and presented every sacrifice before Aššur and the gods of the king, my lord.
𒍣𒅗𒊒𒆗𒉡𒄩𒈜𒈾𒄯𒊏𒋾𒊭𒀀𒈾𒋳𒋻𒈾𒆠𒊑𒋗𒌓𒁍𒌋𒄑𒆪𒈨𒌍𒋙𒃻𒆥𒈭𒋼𒂊𒁹𒀭𒈝𒁀𒉌𒂵𒀾𒇽𒉏𒈠𒆠𒈬𒊕𒌋𒌋𒆳𒌋𒌋𒈾𒀀𒀀𒆳𒋼𒀀𒀠𒇻𒆳𒀭𒁲𒀀𒆳𒍣𒄫𒌓𒌷𒆠𒊺𒋛𒅎𒌷𒄯𒄯𒆳𒈠𒁕𒀀𒀀𒆳𒂖𒇷𒉿𒂊𒅂𒁺𒉌𒅕𒀸𒋩𒈬𒋚𒆗𒆳𒌨𒅈𒁲𒌷𒈬𒍝𒈲𒃻𒁹𒌨𒊓𒀀𒆳𒌨𒅈𒁕𒀀𒀀𒄿𒈾𒁍𒈛𒋾𒋙𒃲𒋾𒄿𒈾𒄑𒆪𒊏𒈠𒉌𒋙𒌑𒋗𒋫𒀀𒈾𒄫𒆪𒃻𒇸𒈠𒇷𒆠𒌷𒃻𒂵𒈩𒆳𒀀𒈠𒀜𒋾𒆳𒉈𒈬𒄭𒌷𒊍𒁺𒁺𒇽𒄩𒀜𒋼𒂊𒅆𒉡𒋾𒆷𒀀𒋛𒀀𒍨𒊑𒀭𒈨𒌍𒁕𒁉𒁍𒍝𒈜𒋾𒊭𒌋𒅗𒄀𒂇𒆳𒈨𒌍𒋙𒉡𒇽𒋗𒌓𒊕𒈨𒌍𒋙𒀀𒈾𒇽𒉆𒌑𒋾𒅖𒋳𒅗𒉡𒈠𒀉𒋾𒌦𒈨𒌍𒆳𒀸𒋩𒆠𒅎𒉡𒋗𒉡𒋾𒊓𒉿𒅔𒌷𒊓𒈨𒊑𒈾𒅗𒆷𒆳𒂍𒁹𒄷𒌝𒊑𒀀𒆳𒆜𒆪𒅗𒋃𒆳𒋫𒁀𒇻𒄀𒂇𒆳𒂍𒁹𒁍𒊒𒋫𒀾𒆳𒄭𒋃𒆪𒊭𒀸𒌷𒊏𒉿𒄭𒅆𒅆𒆳𒈬𒊻𒊑𒅖𒆪𒉡𒈠𒁹𒄩𒀀𒉡𒉡𒈗𒌷𒄩𒍣𒋾𒅎𒉡𒌑𒊩𒆷𒋾𒅖	zi-ka-ru dan-nu ha-lip na-mur-ra-ti ša a-na šum-qut na-ki-ri šu-ut-bu-u {GIŠ}-TUKUL.MEŠ-šu₂ ša₂-kin tah-te-e {m}-{d}-hum-ba-ni-ga-aš₂ {LU₂}-ELAM.MA {KI} mu-šak-niš {KUR}-man-na-a-a {KUR}-kar-al-lu {KUR}-an-di-a {KUR}-zi-kir-tu₂ {URU}-ki-še-si-im {URU}-har-har {KUR}-ma-da-a-a {KUR}-el-li-pi e-mid-du ni-ir aš-šur mu-šah-rib {KUR}-ur-ar-ṭi {URU}-mu-ṣa-ṣir ša₂ {m}-ur-sa-a {KUR}-ur-ar-ṭa-a-a i-na pu-luh-ti-šu₂ GAL-ti i-na {GIŠ}-TUKUL ra-ma-ni-šu₂ u₂-qat-ta-a na-piš-tuš ša₂-lil ma-li-ki {URU}-gar-ga-miš {KUR}-a-ma-at-ti {KUR}-kum₂-mu-hi {URU}-as-du-du {LU₂}-ha-at-te-e lem-nu-ti la a-dir zik-ri DINGIR.MEŠ da-bi-bu ṣa-lip-ti ša UGU gi-mir KUR.MEŠ-šu₂-nu {LU₂}-šu-ut SAG.MEŠ-šu₂ a-na {LU₂}-NAM-u₂-ti iš-tak-ka-nu-ma it-ti UN.MEŠ KUR aš-šur {KI} im-nu-šu-nu-ti sa-pi-in {URU}-sa-me-ri-na ka-la {KUR}-E₂-{m}-hu-um-ri-a {KUR}-kas-ku ka-šid {KUR}-ta-ba-lu gi-mir {KUR}-E₂-{m}-pu-ru-ta-aš₂ {KUR}-hi-lak-ku ša ina {URU}-ra-pi-hi BAD₅.BAD₅ {KUR}-mu-uṣ-ri iš-ku-nu-ma {m}-ha-a-nu-nu LUGAL {URU}-ha-zi-ti im-nu-u₂ šal-la-ti-iš 	the strong man who is clad in awesome splendor (and) whose weapons are raised to strike down (his) enemies; who brought about the defeat of Ḫumbanigaš (Ḫumban-nikaš I), the Elamite; who subjugated the lands Mannea, Karalla, Andia, (and) Zikirtu, the cities of Kišesim (and) Ḫarḫar, (and) the lands Media (and) Ellipi; (15) who imposed the yoke of (the god) Aššur (upon them); who laid waste to the land Urarṭu (and) the city Muṣaṣir; in great fear of whom Ursâ (Rusâ), the Urarṭian, brought an end to his life with his own weapon; who carried off as booty the rulers of the city Carchemish, the land Hamath, the land Kummuḫu, (and) the city Ashdod — evil Hittites, who do not fear the words of the gods (and always) speak treachery; who (20) set eunuchs of his as provincial governors over all their lands and considered them as people of Assyria; who overwhelmed the city Samaria, all of the land Bīt-Ḫumria (Israel), (and) the land Kasku; who conquered the land Tabal, all of the land Bīt-Purutaš, (and) the land Ḫilakku; who brought about the defeat of Egypt at the city Raphia and counted Ḫanūnu (Hanno), the king of the city Gaza, as booty;
𒀠𒋃𒈠𒀀𒋧𒈠...	al-lak ma-a šum₂-ma ... 	If ... , I shall go to ... 
𒈗𒄿𒁲𒀀𒃶𒈾𒌌𒋗𒍮𒁍𒋫𒅗𒂍𒀀𒌋𒇽𒋡𒀠𒆷𒀀𒅀𒀪𒉡𒌋𒀸𒆍𒀭𒆠𒅎𒈬𒌑𒀀𒃻𒀸𒉺𒀭𒂼𒅀𒌋𒋀𒈨𒌍𒂊𒀀𒀝𒇻𒌑𒌉𒁹𒁕𒆪𒊒𒌉𒁹𒁕𒆪𒊒𒄴𒋼𒀉𒂅𒀀𒁲𒈫𒋙𒁕𒀠𒄩𒀝	LUGAL i-di a-kan-na ul šu-ṣu-bu-ta-ka E₂-a u {LU₂}-qa-al-la-a ia-aʾ-nu u ina KA₂.DINGIR {KI} im-mu-u₂-a ša₂ ina pa-an AMA-ia u ŠEŠ-MEŠ-e-a ak-lu-u₂ DUMU—{1}-da-ku-ru DUMU—{1}-da-ku-ru uh-te-eṭ-ṭu a-di 02-šu₂ da-al-ha-ak 	The king knows that I am not provided for here; I have no house and no slave. And the 'son' of Dakkuru has destroyed my records which I had deposited with my mother and my brothers in Babylon. (Thus) I am doubly troubled.
𒁁𒀸𒁼𒂔𒌋𒉠𒄑𒆪𒃻𒈠𒁼𒌋𒅆𒄑𒆪𒈧𒁹𒐖𒌍𒋼𒁉𒀭𒋫...	BE ina SUHUŠ EDIN U MURUB₄ {GIŠ}-TUKUL GAR-ma SUHUŠ U IGI {GIŠ}-TUKUL MAŠ₂ ana 150 te-bi AN.TA-... 	In the base of the middle surface of the 'finger' there is a 'weapon'-mark facing the base of the 'finger.' The 'weapon'-mark of the 'increment' rises toward the left. The upper part ... 
...	... 	                                  Disregard that the oracle query has become jumbled in the mouth of the haruspex, your servant... 
...𒀴𒂍𒀭𒂍𒀭𒄿𒌅𒊒𒉌	... ARAD E₂—DINGIR E₂—DINGIR i-tu-ru-ni 	... return the temple slave
...𒈨𒌍𒁹𒌋𒄥𒀜...	... MEŠ {1}-U.GUR—AD—... 	... Nergal-abu-... 
𒅆𒁹...𒁲𒁲𒅆𒁹...𒉡𒅆𒁹...𒀾𒅆𒁹...𒅆𒁹...𒅆𒁹...	IGI {1}-... di-di IGI {1}-... nu IGI {1}-... aš₂ IGI {1}-... IGI {1}-... IGI {1}-... 	Witness ... didi.
𒀸𒌋𒅗𒈠𒇡𒋼𒊭𒈗𒁁𒉌𒅖𒁓𒀭𒉌𒀭𒌍𒀭𒈪𒆷𒅔𒉆𒊒𒈠𒇡𒋼𒂄𒈨𒌋𒁀𒆷𒁲𒋬𒈗𒂗𒅀𒈜𒆤𒁺	ina UGU ma-ṣar-te ša LUGAL be-li₂ iš-pur-an-ni {d}-30 AN.MI la in-nam-ru ma-ṣar-te šul-me u ba-la-ṭi TA@v LUGAL EN-ia lip-qid-du 	Concerning the watch about which the king, my lord, wrote to me, neither the moon nor the eclipse were seen. May they appoint a guardian of health and life for the king, my lord!
𒆳𒋗𒁀𒊑𒄿𒉺𒅁𒍮𒋼𒆷𒀀𒈠𒄀𒊑𒀝𒋤𒆳𒀠𒍣𒅇𒆳𒁍𒊒𒈝𒍣𒊭𒄘𒌦𒋢𒉡𒅇𒈠𒁕𒋫𒋗𒉡𒌑𒉓𒋛𒆪𒉌𒉌𒅕𒂗𒋾𒅀𒂂𒌋𒅗𒋗𒉡𒌑𒄯𒈬𒉓𒈠𒄘𒌦𒅇𒈠𒁕𒋫𒀀𒈾𒌷𒅀𒀭𒀀𒋩𒀀𒈾𒈤𒊑𒅀𒇷𒋻𒊒𒌑𒉌𒆠𒈠𒊭𒄿𒈾𒃼𒁺𒋾𒅀𒈠𒊭𒀭𒀀𒋩𒂗𒄑𒆪𒆗𒈾𒈬𒋠𒌋𒌋𒆷𒀀𒈠𒄀𒊑𒋡𒋾𒌑𒆳𒈨𒄷𒈠𒈪𒈲𒆳𒋾𒋗𒀀𒈾𒊒𒁍𒅆𒅅𒁀𒀀𒐉𒅆𒆳𒆜𒅗𒅀𒈨𒌍𒆳𒌑𒊒𒈠𒅀𒈨𒌍𒂟𒈨𒌍𒆳𒄩𒀜𒋼𒂊𒆷𒀀𒈠𒄀𒊑𒊭𒄿𒈾𒁕𒈾𒉌𒋗𒉡𒌷𒈨𒌍𒉌𒊭𒆳𒋗𒁇𒋼𒁕𒄃𒉺𒀭𒀭𒀀𒋩𒂗𒅀𒄑𒁀𒌅𒀀𒆷𒆠𒀀𒈾𒆳𒋗𒁇𒋼𒇻𒅖𒈬𒌑𒈨𒇴𒃼𒁺𒋾𒅀𒌑𒋛𒄭𒅁𒋗𒉡𒋾𒈠𒀞𒂊𒁺𒊒𒄊𒈨𒌍𒅀𒄑𒁀𒌅𒀀𒁲𒉆𒆳𒊑𒋗𒉡𒅇𒈫𒋗𒅆𒄑𒇀𒈨𒌍𒍢𒁁𒋾𒉌𒊑𒋗𒉡𒀠𒋡𒋗𒉡𒋾𒈠𒀀𒈾𒌦𒈨𒌍𒆳𒋾𒅀𒄠𒉡𒋗𒉡𒋾	{KUR}-šu-ba-ri-i šap-ṣu-te la-a ma-gi-ri ak-šud {KUR}-al-zi u₃ {KUR}-pu-ru-lum-zi ša GUN-su-nu u₃ ma-da-ta-šu-nu u₂-šam₃-si-ku-ni ni-ir EN-ti-ia DUGUD UGU-šu-nu u₂-kin₂ MU-šam₃-ma GUN u₃ ma-da-ta a-na URU-ia {d}-a-šur a-na mah-ri-ia li-tar-ru-u₂-ni ki-ma ša i-na qar-du-ti-ia-ma ša {d}-a-šur EN {GIŠ}-TUKUL dan-na mu-šek₂-niš la-a ma-gi-ri qa-ti u₂-šat-me-hu-ma mi-ṣir KUR-ti-šu a-na ru-pu-ši iq-ba-a 4 LIM {KUR}-kas-ka-ia.MEŠ {KUR}-u₂-ru-ma-ia.MEŠ ERIM.MEŠ {KUR}-ha-at-te-e la-a ma-gi-ri ša i-na da-na-ni-šu-nu URU.MEŠ-ni ša {KUR}-šu-bar-te da-gil pa-an {d}-a-šur EN-ia iṣ-ba-tu a-la-ki a-na {KUR}-šu-bar-te lu iš-mu-u₂ me-lam qar-du-ti-ia u₂-se-hi-ip-šu-nu-ti-ma ME₃ e-du-ru GIR₃.MEŠ-ia iṣ-ba-tu a-di nam-kur-ri-šu-nu u₃ 2 šu-ši {GIŠ}-GIGIR.MEŠ ṣi-mit-ti ni-ri-šu-nu al-qa-šu-nu-ti-ma a-na UN.MEŠ KUR-ti-ia am-nu-šu-nu-ti 	I conquered the rebellious and insubmissive Šubaru. I imposed the heavy yoke of my dominion upon the lands Alzu and Purulumzu which had abandoned (the practice of paying) tribute and tax so that annually they send tribute and tax (ii 95) into my presence at my city Aššur. As soon as with my valor, by means of which the god Aššur, my lord, had placed in my hand the strong weapon which subdues the insubmissive, (ii 100) he commanded me to extend the border of his land, 4,000 Kasku (and) Urumu, insubmissive troops of Ḫatti — who had seized by force (iii 1) the cities of the land Šubartu which were vassals of the god Aššur, my lord — heard of my coming to the land Šubartu. The splendor of my valor overwhelmed them and, fearing battle, they submitted to me. I took them, together with their property and 120 chariots (and) harnessed horses, and regarded them as people of my land.
𒁹𒀭𒆜𒆳𒌑𒌉𒁹𒈥𒂁𒌉𒁹𒀭𒁀𒌑𒀳𒌍𒆥𒉌𒊭𒂍𒁹𒂗𒂊𒁲𒊏𒂍𒀜𒋙𒂍𒀜𒋙𒀸𒅆𒆍𒂊𒆗𒀭𒄖𒆷	{1}-{d}-KASKAL.KUR-u₂ DUMU {1}-mar-duk DUMU {1}-{d}-BA.U₂—APIN-eš qin-ni ša E₂ {1}-EN—e-ṭi-ra E₂—AD-šu₂ E₂—AD-šu₂ ina IGI KA₂ e-reb {d}-gu-la 	Balihû, son of Marduk, son of Babu-ereš; family of the house of Bel-eṭira; his paternal house faces the Gate of the Entry of the goddess Gula.
...𒄰𒈬𒂍𒀭𒌍𒊭𒌷𒆜	... kam-mu E₂ {d}-30 ša {URU}-KASKAL 	... writing board of the temple of the god Sîn of the city Ḫarrān.
𒅇𒀀𒈾𒆪𒋗𒈫𒈨𒌍𒀀𒀀𒐉𒀲...𒈨𒌍𒀀𒈾𒁹𒀭𒉺𒆕𒍑𒊕𒀜𒋾𒁷	u₃ a-na-ku ŠU.2-MEŠ-a.a 04 {ANŠE}-... MEŠ a-na {1}-{d}-PA—DU₃-uš {LU₂~v}-SAG at-ti-din 	Further, "I have personally sold four camels to the eunuch Nabû-epuš."
𒅆𒁹𒃻𒆷𒈠𒃻𒂊𒄩𒍝𒉡	IGI {1}-ša₂—la—ma-ša₂-e {LU₂~v}-ha-za-nu 	Witness Ša-la-mašê, mayor.
𒀭𒉡𒋆𒁹𒉺𒇻𒀸𒅆𒅀𒀸𒌷𒆕𒄩𒄿𒋫𒀠𒅗𒁀𒋼𒄣𒌓𒌑𒌅𒉿𒌍	an-nu-rig 01 {LU₂~v}-SIPA ina IGI-ia ina {URU}-kal₃-ha i-ta-al-ka ba-te-qu-tu₂ u₂-tu-pi-eš 	Now then one shepherd has come to me to Calah. He has acted as an informer.
𒌋𒀸𒌋𒅗𒌋𒌆𒆷𒃻𒀜𒋫𒌋𒀭𒊹𒆠𒈨𒌍𒋀𒈨𒌍𒅗𒋼𒁍𒃻𒀪𒃻𒌨𒁓𒁀𒀭𒃻𒋼𒁍𒃻𒀪𒂗𒉣𒀀𒀀𒃻𒌨𒀫𒊏𒀪	u ina UGU dul-la ša₂ at-ta u AN.ŠAR₂ {KI} MEŠ ŠEŠ-MEŠ-ka te-pu-ša₂-aʾ ša₂ taš-pur ba-an ša₂ te-pu-ša₂-aʾ EN.NUN-a.a ša₂ taṣ-ṣur-ra-aʾ 	As to the work that you and the Assyrians, your brothers, have done, concerning which you wrote, it is good that you did so and kept watch for me.
𒌗...𒌓𒌋𒁹𒄰𒅆𒈬𒁹𒀭𒉺𒌋𒌋𒉽𒃻𒆳𒃻𒆳𒌷𒈥𒋡𒋛	{ITI}-... UD 11-KAM lim-mu {1}-{d}-PA—MAN—PAB {LU₂~v}-GAR.KUR {LU₂~v}-GAR.KUR {URU}-mar-qa-si 	Month ... , 11th day, eponym year of Adad-šarru-uṣur, governor of Marqasi.
𒌋...𒅆𒂟...𒈨𒌍...	10 ... SIG₅ ... MEŠ ... 	10 good ... s, ... s ... 
𒀀𒊮𒂵𒈨𒌍𒂍𒈨𒌍𒌦𒈨𒌍𒋗𒈾𒌅𒉡𒁹𒆪𒋾𒌉𒍑𒂍𒊹𒊏𒈗𒆳𒀸𒋩𒌑𒍠𒆠𒈠𒀀𒈾𒁹𒀭...𒀉𒁷	A.ŠA₃.GA-MEŠ E₂-MEŠ UN-MEŠ šu-na-tu-nu {1}-TUKUL-ti—DUMU.UŠ—E₂.ŠAR₂.RA LUGAL KUR—aš-šur u₂-zak-ki-ma a-na {1}-{d}-... id-din 	These fields, buildings and people Tiglath-Pileser (III), king of Assyria, exempted (from taxes) and gave to NN.
